nodes,communities
GayleHall05,4
JoeSantagato,3
alexwardb,2
GolightlyGrl427,4
Mercedes2077112,4
sister6c,2
art_stapleton,1
HoustonChron,2
OccupareMissio,4
PaulGottinger,3
Slatefr,3
Suntimes,5
MonsterMarcia,2
thecrisismag,3
MTD1954,4
mikeliberation,4
TomOrr777,4
Trumpwall2016,4
BlueSkyNJ,4
chiefbrody1984,2
Brindille_,2
heyhelay,3
phillydotcom,2
SaysSheToday,2
takingitall2000,4
TeamMarcoNV,5
jojo2727,4
hunterwalk,2
JangoBear,4
tdtrpnr,5
theshoebart,5
AlexineAud,1
JohnnyMcNulty,2
joshwiddicombe,2
Swift_TB,1
chrgdup1973,4
txGOPchick,5
BookItGabe,1
RAPGENlUS,1
cw6ft2ntx,4
laguna4bernie,3
monkeycageblog,2
mrsmrt19501,4
politics4667,2
CindyDPishere,2
lmchristi1,4
richg4021,4
The__Prototype,3
TheSpanishHits,2
DavidSchantz,2
marcowill,2
Lisa4OR1st,4
Thomas_IL_,5
GSCAtlanta,4
samGarvaux,2
BaeIationship,1
LaraLeaTrump,4
whatzen,3
paleocon4cruz,5
Trumpazona,4
TrumpNVIntern,4
CletisStump,2
Grandmaz4Bernie,3
grossdm,2
Doctor_Fausto,3
BeyonceVirtuoso,3
gilded_lady,2
CandaceDBuckner,1
LeanandCuisine,3
PWBrazil,3
forewit,5
JarrettHill,2
DorothyKidd1,2
HLupdates,1
karma1244,4
HumanityCritic,2
RepubGrlProbs,5
willmenaker,3
DannyDeVito,3
eljueves,1
mylastdilemma,2
Pappiness,2
thestylespics,3
clitpiercing,3
TheMehulPatel,2
faithsIehane,3
ProPublica,2
Aroyaldmd,2
LabourEoin,3
vegans4bernie,3
ObiWonder,1
OpenSecretsDC,3
waconia3,5
barcastuff,3
UgenesPolitics,3
whignewtons,5
globoesportecom,1
nordhoffms,2
Oaklanddaughter,3
dominicholden,2
jyarow,2
SooFunnyPost,1
_Camelot2_,5
janetika1,2
JosieNano,4
Proncey,5
Al_Gorelioni,4
John_R_Dykstra,5
perossmeisl,4
amaditalks,2
angeljrarrieta,3
IBexWeBex,2
jodyavirgan,2
EliotShorrParks,5
OrganicJeremy,4
LesgartCPA,4
love_icydelight,4
teamKATHNIEL,1
Jenna4Trump,4
01_kindness,1
Ionely_boy,1
sabine_durden,4
AngryGoTFan,4
gt_rman,5
Kruisin4CRUZ,5
VictorDukes23,1
DclareDiane,4
rosenbergerlm,2
1LuckyLady_,4
Edwerderespn,2
ifuaskmee,2
OpDeathEaters,3
RonComerchero,5
HughRadcliff,3
PatriotTweetz,4
BlavityLive,3
JulieBorowski,5
RebellionReport,4
USMC3rdBnMCo,5
JonnyBones,2
MermaidSeaTail1,4
adudeinaplace,4
NewsThisSecond,4
PuppySaysWoof,4
RealDwneastDiva,2
RJG0789,3
ROCK69bot,1
WhoScored,1
City_Watch,1
kdrum,2
mjgranger1,4
sethbringman,2
ebenjones,5
ensignbay,5
NYTimesDowd,3
Peacepox,2
save_tree_,1
truthtotweet,3
BillHemmer,4
NoMoreRomney,4
AroundTheNFL,1
CruzRojaEsp,1
ETTalkShow,4
girlhoodposts,2
Aneerinyourear,3
marnes,5
nmeyersohn,2
riverdadside57,4
waynescrivner,2
IfElectionToday,4
MrJonCryer,2
RNRArkansas,4
SissyWillis,5
trafficPUERTO,1
pawpatrol2015,4
teigland_cindy,2
CB618444,4
TadTadviv,4
gringatears,3
rc_kris,5
ElectionLawCtr,5
UnitedStandMUFC,1
BilgeEbiri,2
PhdFor,4
Residente,3
TheMikeLawrence,2
anni369_mhh,5
LashaunEllis,3
TRUMP_NOW,4
4anniereilly,3
freedomforusnow,4
MonsterBehr,4
trafficTACHIRA,1
andrewbostom,4
Derpey,1
Jarjarbug,5
mabry_anthony,4
PayDownTheDebt,2
DanaTheBlaze,5
MrMichaelSpicer,2
AwesomityFun,1
BryJay,5
EmfingerSScout,4
HuffPostUKPol,2
lessguns,2
mndottraffic,1
EricAshtin,5
ElisaCarrioArg,1
buckeyemimi27,3
Commentary,5
PIRATE1775,4
toptradesmen,4
AliceOllstein,2
BIGMONEYMIKE6,5
marykissel,5
Padoozles,4
patriot_girl_77,4
IBDeditorials,5
DailyRushbo,4
debv219,2
Doc_JJK,5
PFF,3
TrumpToTriumph,4
KSISKProduction,4
Peggy7172,4
rtsaddestdeaths,3
2kschumacher,4
FootbalIFact,1
LivEchoLFC,1
RealVinnieJames,4
dccc,2
DeniseDresserG,2
davidfolkenflik,2
johndory49,3
NYTimeskrugman,2
unapiriguetic,3
GayTimesMag,3
tommyrosiers,1
4TruthAndReason,4
basketusa,3
Leia_a_Biblia,1
mountaingyrl99,4
Shizzletheland,3
ArsenioHall,4
CovertAnonymous,3
davidWeissman3,5
GovMatt,5
eriksson_magnus,5
NBAHistory,1
SpursOfficial,1
sweety125,5
Beansiesdaddy,4
mebeija,1
paulisci,2
POLITICO_Steve,2
SmithInAmerica,5
TheSun,1
citasqueno,1
JECarter4,2
ReadersGazette,1
Skiwo,3
jwlancasterjr,4
kazueger1,4
lawbarrett55,4
robertbobby777,4
SelenaGomezNews,2
SGTreport,4
yachtgate,3
bryanbehar,2
ajc,2
storymind1,1
justrivals,4
KHOU,4
MaryL1964,2
CindyCallinsky,3
dwdavison9318,2
MileHighStriker,5
VermillionRich,4
David_Boaz,5
elcomerciocom,1
ItsFunnyJokers,4
commonpatriot,5
mileysfocus,3
CathyYoung63,5
CBSLA,5
HoyEnAzul,1
RonnieRadke,3
corcho1316,1
kelly_clarkson,2
Teeroyd,4
ChuckLane1,5
JudyReardon,2
kingsniall,3
Nightline,5
ShazadHamid,3
bridgetbhc,2
greatagain4,4
CarlosLozadaWP,2
ltsPepe,3
angelchristiem,1
Supersyn67,5
DirkZ1,2
KeskinSozler,1
TotallyMUFC,1
UltraVerified,3
WORIDSTARVIDE0S,1
bmarsh31,5
EternaFreeda,5
midinstructor,4
TotusMari,1
adamsteinbaugh,5
bankre,4
dpburnette,5
EDinCali,4
sarahjeong,2
SheWannaBeLayy_,3
SouthParkTV_,1
AdamBlickstein,2
mattsheffield,5
minnamyself,4
WoffordN,5
BlacksForTrump,4
MJGerson,5
devbost,2
Kal_Chiron,5
nielslesniewski,5
RenderUntoC,4
the_violinmanUS,1
TooMessedUp,1
CookPolitical,2
four4mat,4
Path2Enlighten,2
platoon184,2
SadlyCatless,3
SohrabAhmari,5
thotfulvisions,3
Workers4Trump,4
CarlosAMontaner,1
pmesta7,2
ddraplin,5
HairyMuffs,1
Bilancieri,2
DungeonsDonald,2
CecileRichards,2
thewoman62,4
DDpan,5
mcicero10,4
PituBlazquezC9,1
58163,5
sportingnews,2
TMZIatestnews,1
charlieputh,4
MediasetTgcom24,1
doctormom333,2
SJSchauer,5
SSReaney,4
trueblacknews,2
Basket_Infos,1
bastillephil,2
tonynausetbeac1,4
alyssa011968,3
SpainLittleMix,3
_zolarmoon,3
CombinedHistory,2
Gogoette,5
PeteHegseth,5
PromposaIs2016,1
ArsenaleKappa,1
CardsFanTX,5
GoodspeakOut,5
PlaneteDuFoot,1
1NamoroSanto_,1
ALL_FOR_TRUMP,4
bortions,2
kath_krueger,2
AlleyKat2,4
DonxFigueroa1,3
neyshajasme,3
chinoisdEtats,3
ChristyAnnFit,1
ErinRehman,5
HollyAnderson,2
magosaki_ukeru,1
MajorBae,3
MLKstudios,3
nranews,4
PatriotJames1,4
tomgara,2
fatalitiess,3
LearnArtHistory,2
BLMChi,3
ChadHGriffin,2
EGuedel,2
SportsFaceoffs,1
dee4peace,3
SarahMin0r,3
ouchinagirl,4
CSLPATTIO222,4
5b20be6386164f8,4
alwaysonoffense,5
ChooseToBFree,4
favsmilert,3
GruveOn,3
HBCU_Roundtable,1
UOLNoticias,1
AnilKum50030317,1
JColeDC__,1
biobio,3
EpicHistoryPics,4
IzakPratt,2
FunnyQuotees,3
NBCLatino,2
Racinguistas,1
Rnmalo14,4
RushCity4Bernie,3
MJGWrites,2
moharrow,1
ObservadBinario,1
Sweetpea593,5
fedogolfrd,4
hunden_soult,1
panchorgl,1
RocanrolNa,1
Shakiraforall,1
TrumpForCommish,1
dliebelson,2
startvd,3
jncatron,3
lildurk_,3
redviolet1458,4
TheVampsJames,1
Yeeesus,1
AtticusGF,5
RednorthUK,3
RutgersMBB,1
_chrismattingly,5
DimeMag,2
mike4trump,4
MsMaxwell6,4
Ralfoo7,2
sap77sr,4
ErinRHazel,2
humimomi,3
KT_thomps,2
leftardsHQ,4
NoticiasMVS,2
BradleeDean1,4
JaniBetancoirt,4
mmmoonie,4
ViiolaineJ,1
As_TomasRoncero,1
ESPNmx,1
RealMarkCole,4
evasways,1
France24_en,2
jackmcoldcuts,5
sparksjls,2
VibeMagazine,3
joshob1987,3
KathleenLights1,1
SebastianaB,1
Davidlaz,2
GuardianAus,3
DANEgerus,5
JSpragens,5
TeamMarcoWestPA,5
Trump4WV,4
Wiseronenow,2
bigoss792,1
keithmarkmra,4
NC4TedCruz2016,5
rightwingertoo,4
TrustfuI,3
mattzollerseitz,2
rootingforyou,3
epeaktenn,4
JesusForBernie,3
JoshButler,2
MarshallFSmith,4
trcfwtt,2
Adolf_Trump,2
charlesadler,2
hoeroins,3
Agenzia_Ansa,3
finneganLAT,4
GarrettHaake,5
GinaBrucato,3
AudraEqualityMc,2
blogdotorcedor,1
HarryGodwinson,3
judemgreen,2
KarlRove,5
Mihero,3
Shaughn_A,5
sjh2222,4
22emails,3
carolmswain,4
majoraustin59,4
neilslorance,2
smerconish,2
DaveJRosas,4
GolfChannel,4
keatingthomas,2
LifeOfDesiigner,1
dickfundy,2
Onevote4Trump,4
votevets,2
30SecClips,1
BleedingGreen,3
crewislife,2
kingattax,5
welt,4
BastardKeith,2
Bernie4Indiana,3
loveIymemes,3
OtherDanOBrien,2
SoReIatable,3
abutler04,2
ChrisStigall,5
GaltsGultch,4
SocialIssueNews,3
ThePIntrovert,2
ZenaMorse,4
nachosarah,2
newcivilrights,2
Takethelumpsout,4
TrumpWorld00,4
evanmcmurry,2
GDVegasK,4
JKH2,2
mariskreizman,2
CAPAction,2
dwnews,3
JudiLoera,4
MayVenezolana,1
noticias24,1
Trillburne,2
Charlie_Carver,3
DicasdoCartola,1
frankgaffney,5
rickyftw,2
_5xo_25161,4
cartamaior,3
NeBonnie,4
WaskelweeWabbit,5
erikbransteen,2
Allibiis,4
buddy_dek,2
davesund,2
liv_thatsme,2
SallyAlbright,2
CHlSMOSA,3
HoraciodelaVega,1
JamesSurowiecki,2
nutjob,4
rion_flavell,4
anthony76730120,4
JohnLester,4
Linformatrice,3
MisterAime,3
MYSADCAT,2
Nascar_Tom,4
cook_robert_l,3
curlyheadRED,3
Driveswift,2
PamelaJaneVP,4
the_lovelifeman,1
ZandarVTS,2
asterdog1,4
BizTrends,2
IvsonRodriguez,1
freelancewoman,2
HappyEnding001,1
ReaILeslieKnope,4
Archivist1000,2
jaberard,2
justonepatriot,4
nbcsandiego,3
ScottFordTVGuy,4
SilverSummerSun,5
attentionmustbe,4
BillinPortland,2
Lukewearechange,3
Upstreamism,2
bungdan,2
andiethewesti,2
cat_1012000,4
garbo_speaks,2
JimAndrews518,2
mrtom3560,5
cantontweet,5
IndyFootball,1
kaffeecup,1
smitty_one_each,5
Suave_young50,3
Arzaylea,5
BeSafe2017,4
Blunt_Doctor_RX,3
CruzGal2016,5
julie_cappiello,4
soldier_777,3
thehiredmind,5
HW41,5
khankiso,2
PinkUSADreamer,4
wivoutadoubt,5
dj1darrell,5
JohnLeguizamo,2
JoyOverbeck1,5
KristenhCNN,4
Pure_Nonsense,3
elnuevoherald,1
MissyBash,5
TrueEO,4
horaciobella,1
LoveMyTrump,4
TrueCOT,4
Yacmaax,1
DailyShowJon,2
lexasreyes,1
AWorldOutOfMind,2
Ayaan,5
BBCr4today,3
RandallRoe,4
SaysMissy,4
travlr009,4
tropicocunt,3
lgbtqnation,2
MariaNYC,2
Philly4Hillary,2
Carbel481,4
Favorit0,1
FrantzRadio,5
OGRodKnee,1
plussone,3
STJOHNPAULII,5
mmmMeggie,2
SundayFutures,4
LadyInfidels,4
rytboo,3
BruceDWiley,4
DanTosic,1
SoCalLynn,5
YugeJets,4
AOL,2
BBTooms,3
DadsForBernie,3
DMRegister,2
DTALLMUSIC,3
SecretsBedard,5
abc13houston,5
bernreport,3
DesiJed,2
Kegan05,5
daaniel_gomes,1
Halie_Walker159,4
JGalt09,5
jocccelynnnn,3
TeaTraitors,2
topaz1968,3
Jarboni72,4
WipeHomophobia,2
femaleproblems,1
maksbury,4
Shadz66Shadz6t6,3
SupremeJiraiya,1
CraigSJ,2
MiRondo,1
Patrioticgirl86,5
ThisIsLaurenY,2
weismanjake,2
aaditaarya301,1
cammigik,1
bestcomedic,1
CatarinaLiz,3
ethicistforhire,2
HouseofCards,5
RachelSB,3
rrgarver,2
nobarriers2016,2
smac20000,3
SuckMyLEFTJuan,3
tmhdoncaster,3
VA4Cruz2016,5
ElPoliTwico,1
oldmanebro,2
sarah_villafane,3
TrumanQuest,2
xenoverve_brown,4
DWUlsterman,4
HeartlessHRC,4
Mafud_PRI,1
winwarchr,4
FASTFURlOUS8,1
nohilary,4
BradMossEsq,2
DaveGorman,2
JaniceGW,2
JulieFineNBC5,5
adin32351,1
cbinflux,5
GunnelsWarren,3
ptnostalgia,1
correiostcruz,1
Mad_America,4
NationalAcq,4
DailyMailCeleb,5
PeriwinkleDsgns,4
TRUNEWS,4
barenakedislam,4
harshjoy4,1
jonkarl,5
kfobbs,4
PatriciaMazzei,5
ErnieAnders2016,3
freep,2
USChamber,2
Angelfi81906197,4
hollyammon,4
ItsNickBean,1
TheToast2016,2
arian0027,4
rudyandcobie,4
brianmoore666,2
Tyler_Tortoise,2
wrmilligan,4
jmurray20,2
McClatchyDC,2
Playing_Dad,2
Reenit,5
CommonDem,2
neuroscientist1,4
zayniebefour,3
Doranimated,5
ErnestoRiley,2
LesEchos,4
MontriciaHubba1,3
Mustang_Jenny,4
drmikemurdock,4
ESPNagora,1
MasterTruth777,4
officalkingzeus,3
Ted_Newton,5
jimjefferies,2
NickGass,2
benny7751,1
HistoryFlick,1
peg4cats,4
TheProWave,3
Able_49,5
AlvaroUribeVel,1
golddstr1,4
La12tuittera,1
RealJohnnyZ,4
SelenaActivity,1
statesman,5
TedNesi,2
TherealTaraji,2
trumpyugebot,4
warrenleightTV,2
Ez4u2say_Janis,2
norcoreano,1
PatriotMAGA,4
reroll,4
valley4hillary,2
yaboybillnye,1
BlameBigGovt,5
clarissamehler,4
gemagemma,2
jeffroe,5
bvorwerk,3
DavidLeopold,2
estoenlinea,1
LightMaslow,3
LordAlmighty12,4
MicMej231997,3
noreallyhowcome,3
Ivanibr,2
30SecondesHits,1
ctfuconnor,1
fakemikemulloy,2
haboonnur,3
lisam02184,4
QuoththeRavenSA,5
TprDmansgirl,4
WarriorsHart444,5
CitizenSlant,5
GuilheLBraganca,1
jphillipsjack,4
rajnishraj00051,1
zapsgoId,3
AamerISmad,3
abhik32351,1
indieguy888,4
AngrySenSanders,3
DollFaces911,5
KristinDSantos,2
miltonwolfmd,5
MichelleHux,2
RoadHogWarrior,4
robert_gatsby,5
anne_sinclair,2
asker_al,3
zzzzaaaacccchhh,2
BSfil,3
ChaseMit,2
EiProfeta,1
johnnydollar01,5
_ju1_,3
maxkeiser,3
THEKIDMERO,3
GordMacey,2
philmonaco67,4
chirag32351,1
FrankSharry,2
JennyLewis23,5
3dogmary,5
AmyLeBelle,4
cliffordtopham,4
NYTNarrative,2
VincentLombar13,4
KristinP22,3
RealGM,1
TheGOPnow,4
5liveSport,1
Hesiod2k11,2
biziwoman,2
maria_enema,1
seanagnew,5
WhatHeLooksLike,3
britupnextt,3
ektrit,5
fredtkennedy,5
JimChapman,1
PerfectShips,1
RojerAils,4
SOSUSA2016,5
American_Mirror,4
basedlightskin,3
ElementsMatter,2
JasonTotin,4
YrBFF,2
democraciareal,3
lizadonnelly,2
pakalupapito,1
PhilipRexing,5
trump_woman,4
catwahler,5
day_gardner,4
Prime_Politics_,4
bug_facts,2
GoT_Tyrion,2
IMQuiteKyle,3
ahan82851,1
Conserv_Report,5
mykaljackson42,1
paulnuttallukip,4
joseiswriting,2
kim,3
LegendaryLerma,3
DaveHolmes,2
poodlelove55,4
TheMeninist,1
TomHall,2
chiquisholla,2
factsi_,3
RowlandViki,4
TrumpCoulter16,4
roxyspd5,4
Solutioneer72,2
Deb4trump66,4
YomasterJon,4
Aadir70531,1
heytootssweet,4
bballvines,1
CelticsJunkies,1
Hillarizer,2
John_16_2,4
russellpatriot2,4
whynottosmile,2
DianneG,2
GenderWatch2016,2
glcarlstrom,2
itsbizkit,3
KelliSmith15,2
laughingcat2016,3
marcferni,1
MikeDury,5
SpectreReturns,4
adnradiochile,1
AerieMoon,4
bruhitszach,3
glamourmag,2
jay473521,1
MariyaAlexander,2
mschlapp,5
sciam,3
alivelutheran,4
AshAgony,3
CarnacGolf,2
Pharaohofhearts,3
quito_girl,1
AustinHunt,2
mark31702,1
Menemshasunset3,2
aspillane,2
dbrandSkins,1
CJPatruno,2
elvinotoro,1
MM4Bernie,3
RJHimself,4
virginiahume,5
halltoons,2
yeselson,2
mn4bernie,3
sevran93__,1
TezlynFigaro,3
TRUMPPOWER1,4
FraseFilipeRet,1
GuitarManiacShw,4
MiIitaryUSA,1
BernieTampaBay,3
KILLHOUSE_VANHO,2
georgeunangst33,5
HollandforBern,3
learjetter,4
TyParkerS,3
rachna_girl,1
shmuelsash,5
timesofindia,5
Manda_like_wine,2
PeterPsquare,1
Renner4Real,3
Wisdom2Masses,4
angelacarwile,5
hipsterocracy,3
jimi496591,1
PayAttnLibs,4
raju,2
EcoWatch,3
_EuSouDeJESUS_,1
JMKTV,2
manmohanlal009,1
gwenrocco,2
NHTeaParties,5
notes_poem,1
twistertitr,2
UpdateJenner,3
Adjustedwell,4
charley_ck14,2
jake_bradford_1,4
jensen4law,4
JulesRollTide,4
LBC,4
tomfriedman,2
CommDigiNews,4
darrylpetitt,5
HugoSadh,1
Vote4JillStein1,3
A1Roast,1
bassnectar,3
caitlinconant,5
notavago,1
PeaceAction,3
RSBNModerator,4
harman2030101,1
KitsapBH,5
natnewswatch,2
listening2mepls,4
wkyc,5
_CollegeHumor_,1
NeinQuarterly,2
sdalas73,4
bugg_ray,2
Crystal4Trump,4
MaajidNawaz,5
MeaSongbird,3
RealGDT,2
robyoon,2
RollTide061077,4
Uncle_FrankE,4
CFT1,4
FreddieCampion,2
HL3tweets,4
nyle30201,1
StoneSculptorJN,3
marc_2124,3
mgdavros111,4
aaronrobinow,5
62seabee,4
BettyFckinWhite,2
hotelkeys,2
kalhan,2
TallyAnnaE,2
amaraconda,3
andrewschulz,3
Chinookpilot6,4
PaulSmithJAPAN,1
TamiDurling,4
AlanGrayson,3
FirstTeamTommy,5
jpshaddai,4
kudya_not,2
Bernie4PresUSA,3
BreatheSport,3
jacko2323,2
Kamgirl47,2
larrydetetive,1
MEAN_MARINE,4
cmahar3,5
lgothard,4
ManUtdMEN,1
richeisen,2
simonefiasco,3
__arsenalnews_,1
GulfDogs,4
hernan70513,1
IrishTea1,5
ErickLavi,4
EstadisticasNBA,1
tiedyecloset,1
timjacobwise,2
WMikeWood,4
Yeeeeeech,4
GodlessNZ,3
RNRFlorida,5
SharonJ44257163,2
SoccerAthlete_,1
distrumption,4
LawyerRogelio,2
michaelaWat,2
CarrieCostabile,5
patdennis,2
RedStateMojo,4
WNYC,2
fox25news,5
jdgmntgay,3
MelechThomas,3
reyorganas,3
Zoobahtov,4
DANNYHOAGLAND1,4
DylanTheMan37,4
youman7usa,4
AndyHerren,2
speakout_april,5
wearjustice,3
clruss3,5
comedictext,1
Madusa_rocks,1
qtf,1
YooPrettyyFacee,3
Caspar_Lee,1
DennisMurphy15,4
dj_RTistic,3
EamonnHolmes,1
monicaheisey,2
RickPerry45th,5
USMCLiberal,3
danielbonaire,3
jb_barker10,3
RamCNN,2
GinaFerazzi,4
nubian122,4
oppenheimera,1
ReGorrda,2
Scripture_Truth,5
chelseaperetti,2
cjhlas,3
KatzOnEarth,2
topbunmalik,3
TDennis17,4
ursusmiratus,2
AlisonLeiby,2
DukeofEarlDD,4
Guerraeterna,2
PeakOfTruth,4
RanaHarbi,3
SiriusXMHits1,1
SundayChants,1
VickiMcKenna,5
Angela2132,5
JoePCunningham,5
mikeallen,2
RTMannJr,2
The_News_DIVA,2
Trumpkingirl,4
DeborahLovesUSA,5
JVER1,5
lonelyvoice,4
Scout_Finch,2
EugenioDerbez,1
Medium,2
oreilIyfactor,4
katscags62,4
madddsmoore16,2
Carrie_Rachel,2
CyrusMMcQueen,2
Infidelzfun,5
manwhohasitall,3
p8triat,4
NationalismRise,4
oldiesrule4ever,3
phucky0pictures,1
BillyGraham,4
rolldiggity,2
volkskrant,2
JustinBamberg,3
andrewzimmern,2
BrandonGowton,3
houselm,4
LeeAnnMcAdoo,4
saksivas_,4
stephenlautens,2
TeamMarcoTN,5
carrick_fan,1
CatoInstitute,5
farukijoya951,1
j_millerworks,4
jonathanoosting,5
TROLLGAWDD,1
GilmoreGuysShow,2
joemungus,3
Marclop1,5
mikeandersonsr,4
NBAenlinea,1
Danjeetkumar,1
heatherhaddon,5
hmwilson123,4
jawillie,2
joesegal,3
davonmagwood,2
gavinspeiller,2
GeraldineLewis,4
lilymooncloud,4
RyanClarkWZR,1
denverpost,3
FILTH_____,4
jesseleesoffer,2
Joel705031,1
BernIn2K16,3
wood_brdwood68,4
AKHLASS1,3
MrGoalie35,2
TBCJay,5
Angelofthetruth,4
fortunefunny,2
canadiancynic,2
ProudlyLiberal2,2
TheDCVince,5
BillyT_202,2
DGrant39107133,4
eph_415,5
GlennF,2
jamilj0081,1
JesselynRadack,3
lisang,2
MarxistsSuck,5
babe_elder,4
DistOfCriminals,4
FIirtyNoteBook,1
FTransferNews,1
RhondaBarket,5
R__Lynn,2
09BRAININJURY,4
AthleteTwittah,3
FLNJItalia312,4
